Codigo;Rubro;Detalle Articulo;Minorista;Mayorista;AMODIL;EL TANO;VIVANCO;GLORIAS;POMPEYA;BRAZZI;JUANCHOS;GUERE GUERE/ABUELO;TUTTO SAN FER;RINCON / LINIERS;JOAQUIN CHINO;VILLA TERRA;;;Costeo Mercaderia sin MO;Gastos Generales Sacado del informe mensual;Costo Total ;;;;;;;;;
2305;LATA COCIDA;LATA SURTIDO DE GRASA; $ 30.800,00 ; $ 15.510,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.990,00 ; $ -   ; $ -   ; $ 10.670,00 ; $ -   ; $ -   ;;; $ 1.149,47 ; $ 287,37 ; $ 1.436,84 ;;;2305;LATA COCIDA;LATA SURTIDO DE GRASA;;;;
2306;LATA COCIDA;LATA SURTIDO DE MANTECA; $ 30.800,00 ; $ 13.090,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.220,00 ; $ -   ; $ -   ; $ 10.010,00 ; $ -   ; $ -   ;;; $ 2.621,79 ; $ 655,45 ; $ 3.277,24 ;;;2306;LATA COCIDA;LATA SURTIDO DE MANTECA;;;;
2307;LATA COCIDA;LATA FIGASA; $ -   ; $ 4.180,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.620,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.791,41 ; $ 447,85 ; $ 2.239,26 ;;;2307;LATA COCIDA;LATA FIGASA;;;;
2308;LATA COCIDA;LATA NEGRITO   ; $ -   ; $ 5.060,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.500,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.733,70 ; $ 433,43 ; $ 2.167,13 ;;;2308;LATA COCIDA;LATA NEGRITO   ;;;;
2309;LATA COCIDA;LATA GALLETA; $ -   ; $ 3.080,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.520,00 ; $ -   ; $ -   ; $ 2.970,00 ; $ -   ; $ -   ;;; $ 713,68 ; $ 178,42 ; $ 892,10 ;;;2309;LATA COCIDA;LATA GALLETA;;;;
2310;LATA COCIDA;LATA GALLETA DE QUESO; $ -   ; $ 3.960,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.070,00 ; $ -   ; $ -   ; $ 3.740,00 ; $ -   ; $ -   ;;; $ 1.519,72 ; $ 379,93 ; $ 1.899,65 ;;;2310;LATA COCIDA;LATA GALLETA DE QUESO;;;;
2311;LATA COCIDA;LATA DE GALLETA DE CHICHA; $ -   ; $ 3.190,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.630,00 ; $ -   ; $ -   ; $ 3.080,00 ; $ -   ; $ -   ;;; $ 818,68 ; $ 204,67 ; $ 1.023,35 ;;;2311;LATA COCIDA;LATA DE GALLETA DE CHICHA;;;;
2312;LATA COCIDA;LATA SABORIZADO; $ -   ; $ 3.960,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.290,00 ; $ -   ; $ -   ; $ 3.960,00 ; $ -   ; $ -   ;;; $ 1.917,88 ; $ 479,47 ; $ 2.397,35 ;;;2312;LATA COCIDA;LATA SABORIZADO;;;;
2313;LATA COCIDA;LATA BIZCOCHO; $ -   ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.250,00 ; $ -   ; $ -   ; $ 7.260,00 ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2313;LATA COCIDA;LATA BIZCOCHO;;;;
2314;LATA COCIDA;LATA CHIPA; $ -   ; $ 12.760,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.880,00 ; $ -   ; $ -   ; $ 11.880,00 ; $ -   ; $ -   ;;; $ 7.366,18 ; $ 1.841,54 ; $ 9.207,72 ;;;2314;LATA COCIDA;LATA CHIPA;;;;
2315;LATA COCIDA;LATA MEDIALUNA DE GRASA; $ -   ; $ 8.250,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.910,00 ; $ -   ; $ -   ; $ 6.710,00 ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2315;LATA COCIDA;LATA MEDIALUNA DE GRASA;;;;
2316;LATA COCIDA;LATA MEDIALUNA CON DDL O PASTELERA; $ -   ; $ 12.320,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 13.420,00 ; $ -   ; $ -   ; $ 10.450,00 ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2316;LATA COCIDA;LATA MEDIALUNA CON DDL O PASTELERA;;;;
2317;LATA COCIDA;LATA LENGUITA; $ -   ; $ 8.910,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 9.790,00 ; $ -   ; $ -   ; $ 7.590,00 ; $ -   ; $ -   ;;; $ 442,50 ; $ 110,62 ; $ 553,12 ;;;2317;LATA COCIDA;LATA LENGUITA;;;;
2318;LATA COCIDA;LATA PALITO DE GRASA; $ -   ; $ 6.380,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.820,00 ; $ -   ; $ -   ; $ 2.970,00 ; $ -   ; $ -   ;;; $ 516,25 ; $ 129,06 ; $ 645,31 ;;;2318;LATA COCIDA;LATA PALITO DE GRASA;;;;
2319;LATA COCIDA;LATA HOJALDRE CON DDL; $ -   ; $ 8.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 9.240,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.867,21 ; $ 466,80 ; $ 2.334,01 ;;;2319;LATA COCIDA;LATA HOJALDRE CON DDL;;;;
2320;LATA COCIDA;LATA HOJALDRE CON PASTE Y MEM; $ -   ; $ 8.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 9.240,00 ; $ -   ; $ -   ; $ 4.510,00 ; $ -   ; $ -   ;;; $ 1.867,21 ; $ 466,80 ; $ 2.334,01 ;;;2320;LATA COCIDA;LATA HOJALDRE CON PASTE Y MEM;;;;
2321;LATA COCIDA;LATA TORTA NEGRA; $ -   ; $ 13.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 14.520,00 ; $ -   ; $ -   ; $ 8.910,00 ; $ -   ; $ -   ;;; $ 2.621,79 ; $ 655,45 ; $ 3.277,24 ;;;2321;LATA COCIDA;LATA TORTA NEGRA;;;;
2323;LATA COCIDA;LATA CUERNITO; $ -   ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.250,00 ; $ -   ; $ -   ; $ 7.260,00 ; $ -   ; $ -   ;;; $ 3.707,84 ; $ 926,96 ; $ 4.634,79 ;;;2323;LATA COCIDA;LATA CUERNITO;;;;
2324;LATA COCIDA;LATA SURTIDO DOBLE MANTECA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.980,00 ; $ -   ; $ -   ; $ 8.910,00 ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2324;LATA COCIDA;LATA SURTIDO DOBLE MANTECA;;;;
2350;LATA COCIDA;GALLETITAS DULCES - -LATA COCIDA-; $ -   ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2350;LATA COCIDA;GALLETITAS DULCES - -LATA COCIDA-;;;;
2351;LATA COCIDA;GALLETITAS DULCES - Palmeritas -LATA COCIDA-; $ -   ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.940,00 ; $ -   ; $ -   ;;; $ 1.539,04 ; $ 384,76 ; $ 1.923,80 ;;;2351;LATA COCIDA;GALLETITAS DULCES - Palmeritas -LATA COCIDA-;;;;
2352;LATA COCIDA;GALLETITAS DULCES - Membrillitos -LATA COCIDA-; $ -   ; $ 18.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.110,00 ; $ -   ; $ -   ; $ 7.370,00 ; $ -   ; $ -   ;;; $ 2.052,05 ; $ 513,01 ; $ 2.565,06 ;;;2352;LATA COCIDA;GALLETITAS DULCES - Membrillitos -LATA COCIDA-;;;;
2353;LATA COCIDA;LATA VIENESAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 18.590,00 ; $ -   ; $ -   ;;;  ;;;;;2353;LATA COCIDA;LATA VIENESAS;;;;
2354;LATA COCIDA;LATA DONAS Y FRAILE; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 14.080,00 ; $ -   ; $ -   ;;;  ;;;;;2354;LATA COCIDA;LATA DONAS Y FRAILE;;;;
2355;LATA COCIDA;CREMONITAS X 15 UNIDADES; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2355;LATA COCIDA;CREMONITAS X 15 UNIDADES;;;;
2356;LATA COCIDA;LATA ROCETA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 5.500,00 ; $ -   ; $ -   ;;;  ;;;;;2356;LATA COCIDA;LATA ROCETA;;;;
2357;LATA COCIDA;LATA FIGASA SABORIZADA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 6.380,00 ; $ -   ; $ -   ;;;  ;;;;;2357;LATA COCIDA;LATA FIGASA SABORIZADA;;;;
2358;LATA COCIDA;TIRAS ;;;;;;;;;;;;;; $ -   ;;;  ;;;;;2358;LATA COCIDA;TIRAS ;;;;
2359;LATA COCIDA;TAPONCITOS;;;;;;;;;;;;;; $ -   ;;;  ;;;;;2359;LATA COCIDA;TAPONCITOS;;;;
;;LATA CRUDA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;LATA CRUDA;;;;
2401;LATA CRUDA;BAGUETTE ; $ 3.960,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.310,00 ; $ 3.960,00 ;;; $ 719,50 ; $ 179,88 ; $ 899,38 ;;;2401;LATA CRUDA;BAGUETTE ;;;;
2402;LATA CRUDA;BAGUETTIN; $ 3.960,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.310,00 ; $ 3.960,00 ;;; $ 719,50 ; $ 179,88 ; $ 899,38 ;;;2402;LATA CRUDA;BAGUETTIN;;;;
2403;LATA CRUDA;FLAUTITA; $ 3.960,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.310,00 ; $ 3.960,00 ;;; $ 719,50 ; $ 179,88 ; $ 899,38 ;;;2403;LATA CRUDA;FLAUTITA;;;;
2404;LATA CRUDA;MIGÑONCITO; $ 3.960,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.310,00 ; $ 3.960,00 ;;; $ 719,50 ; $ 179,88 ; $ 899,38 ;;;2404;LATA CRUDA;MIGÑONCITO;;;;
2405;LATA CRUDA;SIN SAL; $ 3.960,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.530,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.750,00 ; $ 3.960,00 ;;; $ 477,00 ; $ 119,25 ; $ 596,25 ;;;2405;LATA CRUDA;SIN SAL;;;;
2406;LATA CRUDA;FELIPE; $ 3.960,00 ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.530,00 ; $ 1.980,00 ; $ 2.310,00 ; $ 3.960,00 ;;; $ 719,50 ; $ 179,88 ; $ 899,38 ;;;2406;LATA CRUDA;FELIPE;;;;
2407;LATA CRUDA;REDONDO DE SALVADO; $ 23.560,00 ; $ 4.950,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.950,00 ; $ 4.950,00 ; $ 4.730,00 ; $ 5.280,00 ; $ 11.780,00 ;;; $ 1.733,70 ; $ 433,43 ; $ 2.167,13 ;;;2407;LATA CRUDA;REDONDO DE SALVADO (3,8KG);;;;
2408;LATA CRUDA;MIGÑON SALVADO; $ -   ; $ 2.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.200,00 ; $ 2.200,00 ; $ 2.310,00 ; $ 2.530,00 ; $ 3.960,00 ;;; $ -   ; $ -   ; $ -   ;;;2408;LATA CRUDA;MIGÑON SALVADO;;;;
2409;LATA CRUDA;CHIPS; $ 11.250,00 ; $ 29.590,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.670,00 ; $ 10.670,00 ; $ 11.110,00 ; $ 11.660,00 ; $ 5.625,00 ;;; $ -   ; $ -   ; $ -   ;;;2409;LATA CRUDA;CHIPS (2,5 KG);;;;
2410;LATA CRUDA;PAN HAMBURGUESA CHICO ( 20 UNIDADES ); $ 14.000,00 ; $ 7.590,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.590,00 ; $ 7.590,00 ; $ 5.940,00 ; $ 8.580,00 ; $ 7.000,00 ;;; $ 1.942,09 ; $ 485,52 ; $ 2.427,61 ;;;2410;LATA CRUDA;PAN HAMBURGUESA CHICO ( 20 UNIDADES );;;;
2411;LATA CRUDA;PAN HAMBURGUESA GRANDE; $ 14.000,00 ; $ 7.590,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.590,00 ; $ 7.590,00 ; $ 5.940,00 ; $ 8.580,00 ; $ 7.000,00 ;;; $ 1.942,09 ; $ 485,52 ; $ 2.427,61 ;;;2411;LATA CRUDA;PAN HAMBURGUESA (X 20 UNI);;;;
2413;LATA CRUDA;PAN PANCHO CHICO ( 30 UNIDADES ); $ 9.000,00 ; $ 110,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.360,00 ; $ 8.360,00 ; $ 4.510,00 ; $ 9.020,00 ; $ 4.500,00 ;;; $ 969,89 ; $ 242,47 ; $ 1.212,36 ;;;2413;LATA CRUDA;PAN PANCHO CHICO ( 30 UNIDADES );;;;
2414;LATA CRUDA;PAN SUPERPANCHO ( 30 UNIDADES ); $ 9.000,00 ; $ 330,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.000,00 ; $ 11.000,00 ; $ 7.370,00 ; $ 12.100,00 ; $ 4.500,00 ;;; $ 2.909,66 ; $ 727,42 ; $ 3.637,08 ;;;2414;LATA CRUDA;PAN SUPERPANCHO ( 30 UNIDADES );;;;
2416;LATA CRUDA;PAN DE CAMPO; $ 18.200,00 ; $ 1.650,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 3.080,00 ; $ -   ; $ 3.190,00 ; $ 3.300,00 ; $ 9.100,00 ;;; $ 1.432,63 ; $ 358,16 ; $ 1.790,78 ;;;2416;LATA CRUDA;PAN DE CAMPO CHAPALEO (13 UNI);;;;
2417;LATA CRUDA;PAN ARABE ( lata cruda x 6 ); $ 4.200,00 ; $ 2.310,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.090,00 ; $ 2.310,00 ; $ 2.200,00 ; $ 2.310,00 ; $ 2.100,00 ;;; $ 242,61 ; $ 60,65 ; $ 303,26 ;;;2417;LATA CRUDA;PAN ARABE ( lata cruda x 6 );;;;
2418;LATA CRUDA;TORTA FRITA X UNIDAD; $ -   ; $ 110,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 110,00 ; $ -   ; $ 231,00 ; $ 110,00 ; $ 366,50 ;;; $ 29,41 ; $ 7,35 ; $ 36,76 ;;;2418;LATA CRUDA;TORTA FRITA X UNIDAD;;;;
2419;LATA CRUDA;PLANCHA CON CHICHARRON ( 3,1 KG ); $ 34.410,00 ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.580,00 ; $ 7.480,00 ; $ 7.480,00 ; $ 5.940,00 ; $ 8.250,00 ; $ 17.205,00 ;;; $ 1.637,36 ; $ 409,34 ; $ 2.046,70 ;;;2419;LATA CRUDA;PLANCHA CON CHICHARRON ( 3,1 KG );;;;
2420;LATA CRUDA;PLANCHA CON GRASA (3,5 KG); $ 32.900,00 ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.470,00 ; $ 7.480,00 ; $ 7.480,00 ; $ 5.940,00 ; $ 8.250,00 ; $ 16.450,00 ;;; $ 1.427,36 ; $ 356,84 ; $ 1.784,20 ;;;2420;LATA CRUDA;PLANCHA CON GRASA (3,5 KG);;;;
2421;LATA CRUDA;CUADRADITOS; $ 17.860,00 ; $ 3.960,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.620,00 ; $ 3.960,00 ; $ 3.740,00 ; $ 4.070,00 ; $ 4.180,00 ; $ 8.930,00 ;;; $ 713,68 ; $ 178,42 ; $ 892,10 ;;;2421;LATA CRUDA;CUADRADITOS (1,9 KG);;;;
2422;LATA CRUDA;CHIPA; $ 42.000,00 ; $ 11.990,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.990,00 ; $ 11.990,00 ; $ 12.100,00 ; $ 11.990,00 ; $ 21.000,00 ;;; $ 7.366,18 ; $ 1.841,54 ; $ 9.207,72 ;;;2422;LATA CRUDA;CHIPA X 30 UNI;;;;
2423;LATA CRUDA;CREMONAS; $ 12.000,00 ; $ 8.140,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.040,00 ; $ 8.140,00 ; $ -   ; $ 7.590,00 ; $ 8.800,00 ; $ 6.000,00 ;;; $ 3.707,84 ; $ 926,96 ; $ 4.634,79 ;;;2423;LATA CRUDA;CREMONAS X 5 UNI;;;;
2424;LATA CRUDA;CREMONAS AKTIVAS (C/ CEREAL); $ 16.500,00 ; $ 8.580,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.580,00 ; $ -   ; $ 3.190,00 ; $ 9.350,00 ; $ 8.250,00 ;;; $ 1.670,20 ; $ 417,55 ; $ 2.087,76 ;;;2424;LATA CRUDA;CREMONAS AKTIVAS (C/ CEREAL) X 5 UNI;;;;
2425;LATA CRUDA;CREMONITAS; $ 7.500,00 ; $ 4.290,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.730,00 ; $ 4.290,00 ; $ -   ; $ 4.070,00 ; $ 4.840,00 ; $ 3.750,00 ;;; $ 1.520,29 ; $ 380,07 ; $ 1.900,36 ;;;2425;LATA CRUDA;CREMONITAS (15);;;;
2426;LATA CRUDA;CREMONA CON CHICHARRON; $ 16.500,00 ; $ 8.690,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.800,00 ; $ -   ; $ 8.360,00 ; $ 9.570,00 ; $ 8.250,00 ;;; $ 4.307,84 ; $ 1.076,96 ; $ 5.384,79 ;;;2426;LATA CRUDA;CREMONA CON CHICHARRON X 5 UNI;;;;
2428;LATA CRUDA;CUERNITOS; $ 32.085,00 ; $ 8.800,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.800,00 ; $ 8.800,00 ; $ 8.360,00 ; $ 9.570,00 ; $ 16.042,50 ;;; $ 1.908,40 ; $ 477,10 ; $ 2.385,50 ;;;2428;LATA CRUDA;CUERNITOS (1,5/6 KG);;;;
2429;LATA CRUDA;CREMONA J Y Q; $ 17.500,00 ; $ 12.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 12.100,00 ; $ -   ; $ 10.670,00 ; $ 13.530,00 ; $ 8.750,00 ;;; $ 4.471,14 ; $ 1.117,78 ; $ 5.588,92 ;;;2429;LATA CRUDA;CREMONA J Y Q X 5 UNI;;;;
2430;LATA CRUDA;CREMONA DULCE; $ 16.500,00 ; $ 9.790,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 9.790,00 ; $ -   ; $ 7.590,00 ; $ 10.780,00 ; $ 8.250,00 ;;; $ 3.946,29 ; $ 986,57 ; $ 4.932,86 ;;;2430;LATA CRUDA;CREMONA DULCE X 5 UNI;;;;
2431;LATA CRUDA;FIGASSA; $ 18.600,00 ; $ 4.620,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 4.620,00 ; $ 4.290,00 ; $ 4.730,00 ; $ 4.950,00 ; $ 9.300,00 ;;; $ 1.791,41 ; $ 447,85 ; $ 2.239,26 ;;;2431;LATA CRUDA;FIGASSA (3KG);;;;
2439;LATA CRUDA;INDIVIDUAL TOMATE; $ -   ; $ 550,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 594,00 ; $ -   ; $ 583,00 ; $ 572,00 ; $ -   ;;; $ 946,00 ; $ 236,50 ; $ 1.182,51 ;;;2439;LATA CRUDA;INDIVIDUAL TOMATE;;;;
2440;LATA CRUDA;INDIVIDUAL CEBOLLA; $ -   ; $ 550,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 594,00 ; $ -   ; $ 583,00 ; $ 572,00 ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2440;LATA CRUDA;INDIVIDUAL CEBOLLA;;;;
2441;LATA CRUDA;PIZZETAS; $ -   ; $ 1.760,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.760,00 ; $ -   ; $ 1.760,00 ; $ 1.870,00 ; $ -   ;;; $ 964,00 ; $ 241,00 ; $ 1.205,01 ;;;2441;LATA CRUDA;PIZZETAS;;;;
2442;LATA CRUDA;CROISSANT; $ 22.500,00 ; $ 7.040,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.040,00 ; $ 11.000,00 ; $ 7.370,00 ; $ 7.700,00 ; $ 11.250,00 ;;; $ 2.363,06 ; $ 590,77 ; $ 2.953,83 ;;;2442;LATA CRUDA;CROISSANT (15);;;;
2443;LATA CRUDA;MEDIA LUNA MANTECA; $ 30.800,00 ; $ 10.560,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.560,00 ; $ 10.890,00 ; $ 8.910,00 ; $ 11.660,00 ; $ 15.400,00 ;;; $ 2.621,01 ; $ 655,25 ; $ 3.276,26 ;;;2443;LATA CRUDA;MEDIA LUNA MANTECA (42);;;;
2444;LATA CRUDA;VIGILANTES MANTECA; $ 26.400,00 ; $ 9.570,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 9.570,00 ; $ -   ; $ 8.910,00 ; $ 10.670,00 ; $ 13.200,00 ;;; $ -   ; $ -   ; $ -   ;;;2444;LATA CRUDA;VIGILANTES MANTECA (36);;;;
2445;LATA CRUDA;PAN DE LECHE; $ 34.800,00 ; $ 8.140,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.140,00 ; $ -   ; $ 7.370,00 ; $ 8.910,00 ; $ 17.400,00 ;;; $ 1.978,29 ; $ 494,57 ; $ 2.472,86 ;;;2445;LATA CRUDA;PAN DE LECHE (6 UNI);;;;
2446;LATA CRUDA;TORTITA NEGRA; $ 40.333,15 ; $ 14.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 14.300,00 ; $ -   ; $ 7.370,00 ; $ 15.730,00 ; $ 20.166,58 ;;; $ 2.646,97 ; $ 661,74 ; $ 3.308,71 ;;;2446;LATA CRUDA;TORTITA NEGRA (55);;;;
2447;LATA CRUDA;LOCATELLI DE MANTECA; $ 30.800,00 ; $ 11.330,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 11.330,00 ; $ -   ; $ 7.370,00 ; $ 12.430,00 ; $ 15.400,00 ;;; $ 2.257,25 ; $ 564,31 ; $ 2.821,56 ;;;2447;LATA CRUDA;LOCATELLI DE MANTECA;;;;
2448;LATA CRUDA;SURTIDO DE MANTECA; $ 26.399,88 ; $ 8.910,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.910,00 ; $ 9.350,00 ; $ 8.360,00 ; $ 9.790,00 ; $ 13.199,94 ;;; $ 2.621,79 ; $ 655,45 ; $ 3.277,24 ;;;2448;LATA CRUDA;SURTIDO DE MANTECA (36);;;;
2449;LATA CRUDA;LENGUITA FACTURAS; $ 22.733,23 ; $ 7.590,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.590,00 ; $ -   ; $ 5.940,00 ; $ 8.580,00 ; $ 11.366,62 ;;; $ 442,50 ; $ 110,62 ; $ 553,12 ;;;2449;LATA CRUDA;LENGUITA FACTURAS (31);;;;
2450;LATA CRUDA;MEDIA LUNA GRASA; $ 20.533,24 ; $ 7.480,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 7.480,00 ; $ 7.480,00 ; $ 7.700,00 ; $ 8.250,00 ; $ 10.266,62 ;;; $ 1.149,47 ; $ 287,37 ; $ 1.436,84 ;;;2450;LATA CRUDA;MEDIA LUNA GRASA (28);;;;
2451;LATA CRUDA;PALITOS DE GRASA; $ 17.599,92 ; $ 8.580,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 8.580,00 ; $ -   ; $ 8.910,00 ; $ 9.130,00 ; $ 8.799,96 ;;; $ 516,25 ; $ 129,06 ; $ 645,31 ;;;2451;LATA CRUDA;PALITOS DE GRASA (24);;;;
